Drama,History,Horror,Metascore,Action,Musical,War,Thriller,Romance,Runtime,imdbRating,Documentary,Science,Fiction,France,Won
1,0,0,0.8999999999999999,0,0,1,0,0,0.5054945054945055,0.8,0,0,0,0,1
1,0,0,0.3111111111111111,1,0,0,1,0,0.13186813186813184,0.43333333333333335,0,0,0,0,0
1,0,0,0.817,0,0,0,0,0,0.34615384615384615,0.45000000000000007,0,0,0,0,1
1,0,0,0.4924444444444445,0,0,0,0,0,0.2637362637362637,0.5333333333333334,0,0,0,0,0
0,0,0,0.7888888888888889,1,0,0,0,0,0.3351648351648352,0.7666666666666666,0,0,0,1,0
0,0,0,0.7999999999999999,0,0,0,0,0,0.25274725274725274,0.7000000000000002,1,0,0,0,0
1,0,0,0.6888888888888889,0,0,0,0,0,0.6648351648351649,0.8,0,0,0,0,1
1,1,0,0.9222222222222223,0,0,0,1,0,0.3791208791208791,0.8166666666666667,0,0,0,0,1
1,1,0,0.9222222222222223,0,0,0,0,1,0.6043956043956045,0.8,0,0,0,0,1
1,0,0,0.817,0,0,0,0,0,0.2857142857142857,0.45000000000000007,0,0,0,0,1
1,0,0,0.817,0,0,0,0,0,0.22527472527472525,0.7833333333333334,0,0,0,0,1
1,1,0,0.7684444444444444,0,0,0,0,0,0.6758241758241758,0.6666666666666667,0,0,0,0,0
1,0,0,0.7999999999999999,0,0,0,0,1,0.4505494505494506,0.9333333333333336,0,0,0,0,1
1,0,0,0.9666666666666666,0,0,1,0,1,0.978021978021978,0.8166666666666667,0,0,0,0,1
1,1,0,0.6222222222222222,0,0,0,0,0,0.27472527472527475,0.8,0,0,0,0,0
1,0,0,0.817,0,1,0,0,0,0.6373626373626374,0.5833333333333335,0,0,0,0,1
0,0,0,0.4924444444444445,0,0,0,0,0,0.20329670329670324,0.6333333333333333,0,0,0,1,0
1,0,0,0.8444444444444444,0,1,0,0,0,0.510989010989011,0.7166666666666668,0,0,0,0,1
0,0,1,0.3666666666666667,0,0,0,0,0,0.15384615384615385,0.5,0,1,1,0,0
0,0,0,0.8555555555555555,0,0,0,0,1,0.24725274725274726,0.8166666666666667,0,0,0,0,1
1,0,1,0.4888888888888889,0,0,0,0,0,0.13186813186813184,0.43333333333333335,0,0,0,1,0
1,0,0,0.3111111111111111,0,0,0,0,0,0.2912087912087912,0.5833333333333335,0,0,0,0,0
0,0,0,0.34444444444444444,1,0,0,1,0,0.39010989010989017,0.43333333333333335,0,1,1,0,0
0,0,0,0.4000000000000001,0,0,0,0,0,0.19780219780219777,0.6499999999999999,0,1,1,0,0
1,0,0,0.8999999999999999,0,0,0,1,0,0.34065934065934067,0.8166666666666667,0,0,0,0,1
1,0,0,0.5777777777777777,0,0,0,1,0,0.23076923076923073,0.5833333333333335,0,0,0,0,0
1,0,0,0.6555555555555556,0,0,0,0,0,0.3846153846153846,0.8333333333333333,0,0,0,0,1
1,0,0,0.4924444444444445,1,0,0,0,1,0.4340659340659341,0.5666666666666667,0,0,0,0,0
1,1,0,0.6888888888888889,0,0,0,0,0,0.3296703296703297,0.75,0,0,0,0,1
1,0,0,0.4924444444444445,0,0,0,0,1,0.23076923076923073,0.6666666666666667,0,0,0,0,0
1,1,0,0.8444444444444444,0,0,0,0,0,0.34065934065934067,0.6666666666666667,0,0,0,1,0
0,0,1,0.4924444444444445,0,0,0,0,0,0.2362637362637363,0.5,0,0,0,0,0
1,0,0,0.817,1,0,1,0,1,0.46153846153846156,0.7166666666666668,0,0,0,0,1
0,1,0,0.7444444444444445,0,0,0,0,1,0.3791208791208791,0.55,0,0,0,0,1
1,0,0,0.3888888888888889,0,0,0,0,1,0.2582417582417582,0.5,0,0,0,0,0
1,1,0,0.8999999999999999,0,0,1,0,0,0.6153846153846154,0.7833333333333334,0,0,0,0,1
0,0,0,0.34444444444444444,1,0,0,1,0,0.2582417582417582,0.3999999999999999,0,0,0,0,0
0,0,1,0.4924444444444445,1,0,0,1,0,0.18681318681318682,0.0,0,1,1,0,0
1,0,0,0.7888888888888889,0,0,0,1,1,0.25274725274725274,0.7000000000000002,0,0,0,0,0
1,0,0,0.817,0,0,0,0,1,0.3626373626373627,0.7833333333333334,0,0,0,0,1
1,0,0,0.7684444444444444,0,0,0,0,1,0.46703296703296704,0.7000000000000002,0,0,0,0,0
1,0,0,0.8111111111111111,0,0,0,1,0,0.5164835164835165,0.8166666666666667,0,0,0,0,0
1,0,0,0.9777777777777779,0,0,0,0,0,0.4285714285714286,0.8333333333333333,0,0,0,0,1
0,0,0,0.33333333333333337,0,0,0,0,1,0.25274725274725274,0.5,0,0,0,0,0
0,0,0,0.4333333333333334,1,0,0,0,0,0.3296703296703297,0.45000000000000007,0,0,0,0,1
1,0,0,0.6444444444444444,0,0,0,0,0,0.3296703296703297,0.55,0,0,0,0,0
1,0,0,0.7111111111111111,0,0,0,0,0,0.3131868131868132,0.6166666666666667,0,0,0,0,0
1,0,0,0.7222222222222222,0,0,0,1,0,0.27472527472527475,0.7833333333333334,0,0,0,0,1
1,0,0,0.8111111111111111,0,0,0,0,0,0.3791208791208791,0.8500000000000001,0,0,0,0,1
0,0,0,0.5111111111111111,0,0,0,0,0,0.1648351648351648,0.5333333333333334,0,0,0,1,0
1,0,0,0.6333333333333333,1,0,0,0,0,0.521978021978022,0.8833333333333333,0,0,0,0,1
0,0,0,0.4924444444444445,0,0,0,0,1,0.1648351648351648,0.5833333333333335,0,0,0,0,0
1,0,0,0.6222222222222222,0,0,0,1,1,0.2857142857142857,0.7666666666666666,0,0,0,0,1
1,0,0,0.8444444444444444,0,0,0,1,0,0.3296703296703297,0.75,0,0,0,0,1
0,0,0,0.2555555555555556,1,0,0,1,0,0.27472527472527475,0.46666666666666656,0,0,0,0,0
1,0,0,0.7444444444444445,0,0,0,0,0,0.24725274725274726,0.7666666666666666,0,0,0,0,1
1,0,0,0.8777777777777778,0,0,0,0,1,0.21978021978021978,0.7833333333333334,0,0,0,1,1
0,0,0,0.4924444444444445,0,0,0,0,0,0.17582417582417587,0.7833333333333334,1,0,0,0,0
1,1,0,0.9333333333333333,0,0,1,0,0,0.7417582417582419,0.9500000000000002,0,0,0,0,1
1,0,0,0.7888888888888889,1,1,0,0,0,0.2912087912087912,0.6499999999999999,0,0,0,0,1
0,0,1,0.2555555555555556,0,0,0,1,0,0.17582417582417587,0.4833333333333334,0,0,0,0,0
0,0,1,0.4924444444444445,0,0,0,0,0,0.15934065934065933,0.21666666666666667,0,0,0,0,0
0,0,0,0.45555555555555555,0,0,0,0,0,0.20879120879120883,0.6166666666666667,0,0,0,0,0
0,0,0,0.4924444444444445,0,0,0,0,0,0.0,0.7666666666666666,1,0,0,0,0
1,0,0,0.8444444444444444,0,0,1,0,0,0.6758241758241758,0.8166666666666667,0,0,0,0,1
0,0,1,0.4924444444444445,0,0,0,0,0,0.14835164835164832,0.20000000000000007,0,0,0,0,0
1,0,0,0.817,1,0,0,0,1,0.5054945054945055,0.5666666666666667,0,0,0,0,1
1,1,0,1.0,0,0,1,0,0,0.923076923076923,0.8500000000000001,0,0,0,0,1
1,0,0,0.817,0,0,0,0,0,1.0,0.75,0,0,0,0,1
0,1,0,0.8555555555555555,0,0,0,0,1,0.34615384615384615,0.6499999999999999,0,0,0,0,1
0,0,1,0.2888888888888889,0,0,0,1,0,0.2417582417582418,0.3999999999999999,0,0,0,0,0
1,0,0,0.9888888888888889,0,0,0,0,0,0.2802197802197802,0.7000000000000002,0,0,0,0,1
1,0,0,0.1777777777777778,0,0,0,0,0,0.24725274725274726,0.35,0,0,0,0,0
1,0,0,0.6666666666666666,0,0,0,0,0,0.3296703296703297,0.8166666666666667,0,0,0,0,1
1,0,0,0.4924444444444445,0,0,0,1,0,0.25274725274725274,0.35,0,0,0,0,0
0,0,0,0.7999999999999999,0,1,0,0,1,0.30219780219780223,0.5833333333333335,0,0,0,0,1
1,0,0,0.33333333333333337,1,0,0,1,0,0.2912087912087912,0.5833333333333335,0,0,0,0,0
0,0,0,0.7999999999999999,0,0,0,0,0,0.15934065934065933,0.7833333333333334,1,0,0,1,0
1,0,0,0.45555555555555555,0,0,0,0,1,0.20879120879120883,0.5166666666666666,0,0,0,0,0
1,0,0,0.817,0,0,1,0,1,0.4065934065934066,0.7333333333333334,0,0,0,0,1
1,0,0,0.4924444444444445,0,0,0,1,1,0.15934065934065933,0.6499999999999999,0,0,0,0,0
1,0,0,0.8111111111111111,0,0,0,0,0,0.25274725274725274,0.8166666666666667,0,0,0,0,0
1,0,0,0.7111111111111111,0,1,0,0,0,0.510989010989011,0.7000000000000002,0,0,0,0,1
1,0,0,0.9444444444444444,0,0,1,1,0,0.39010989010989017,0.7333333333333334,0,0,0,0,1
1,0,0,0.4333333333333334,0,0,0,0,1,0.39010989010989017,0.7666666666666666,0,0,0,0,0
1,0,0,0.7555555555555555,0,0,0,1,0,0.3296703296703297,0.7166666666666668,0,0,0,0,1
1,0,0,0.8222222222222222,0,0,0,0,0,0.34065934065934067,0.8500000000000001,0,0,0,0,1
0,0,0,0.35555555555555557,0,0,0,0,0,0.20879120879120883,0.3833333333333333,0,0,0,0,0
0,0,1,0.4924444444444445,0,0,0,0,0,0.15384615384615385,0.55,0,1,1,0,0
0,0,1,0.0,0,0,0,1,0,0.14835164835164832,0.2833333333333333,0,0,0,0,0
1,0,0,0.611111111111111,0,0,0,1,1,0.09890109890109888,0.46666666666666656,0,0,0,0,0
1,0,0,0.8555555555555555,0,0,1,0,1,0.5604395604395604,0.7000000000000002,0,0,0,0,1
1,0,0,0.8111111111111111,0,0,0,0,0,0.4010989010989011,0.9166666666666665,0,0,0,0,1
0,0,1,0.4222222222222222,0,0,0,0,0,0.18681318681318682,0.3999999999999999,0,0,0,0,0
1,0,0,0.5,1,0,0,1,0,0.2417582417582418,0.3833333333333333,0,1,1,0,0
1,1,0,0.8555555555555555,0,0,1,0,0,0.554945054945055,0.8166666666666667,0,0,0,0,1
1,0,0,0.12222222222222222,0,0,0,0,0,0.1923076923076923,0.2833333333333333,0,0,0,0,0
0,0,0,0.7888888888888889,0,0,0,0,1,0.17582417582417587,0.5833333333333335,0,0,0,0,0
1,0,0,0.8999999999999999,0,0,0,0,0,0.2637362637362637,0.8166666666666667,0,0,0,0,1
0,0,0,0.35555555555555557,1,0,0,0,0,0.24725274725274726,0.46666666666666656,0,0,0,0,0
1,0,0,0.817,0,0,0,0,1,0.31868131868131866,0.6666666666666667,0,0,0,0,1
1,1,0,0.8888888888888888,1,0,0,0,0,0.8351648351648352,0.8166666666666667,0,0,0,0,1
0,0,0,0.09999999999999999,0,0,0,1,0,0.34615384615384615,0.55,0,0,0,0,0
1,0,0,0.9333333333333333,0,0,0,0,1,0.3571428571428571,0.8500000000000001,0,0,0,0,1
1,0,0,0.7888888888888889,0,0,0,0,0,0.2142857142857143,0.7000000000000002,0,0,0,0,1
1,0,0,0.4444444444444445,1,0,0,0,0,0.19780219780219777,0.5833333333333335,0,0,0,0,0
0,0,0,0.2888888888888889,1,0,0,0,0,0.18131868131868134,0.3833333333333333,0,1,1,0,0
1,0,0,0.7555555555555555,0,0,1,0,0,0.32417582417582413,0.8500000000000001,0,0,0,0,1
0,0,0,0.9333333333333333,1,0,0,0,0,0.7747252747252747,0.9500000000000002,0,0,0,0,1
0,0,0,0.09999999999999999,1,0,0,0,0,0.18681318681318682,0.18333333333333324,0,0,0,0,0
0,0,1,0.5,0,0,0,1,0,0.18681318681318682,0.5,0,0,0,0,0
1,0,0,0.6888888888888889,0,0,0,0,1,0.41208791208791207,0.8333333333333333,0,0,0,0,1
0,0,0,0.2555555555555556,0,0,0,0,0,0.3296703296703297,0.41666666666666674,0,1,1,0,0
1,0,0,0.8444444444444444,0,0,0,0,0,0.3516483516483516,0.75,0,0,0,0,1
1,0,0,0.6555555555555556,0,0,0,0,0,0.554945054945055,0.6666666666666667,0,0,0,0,1
1,1,0,0.8666666666666667,0,0,0,0,0,0.31868131868131866,0.8,0,0,0,0,1
0,0,0,0.4333333333333334,1,0,0,1,0,0.14285714285714285,0.5833333333333335,0,0,0,0,0
1,0,0,0.8444444444444444,0,0,0,0,0,0.39560439560439564,0.8166666666666667,0,0,0,0,1
1,0,0,0.9111111111111112,0,0,0,0,1,0.18131868131868134,0.8,0,0,0,0,1
0,0,0,0.6222222222222222,0,0,0,0,0,0.09340659340659341,0.3666666666666667,0,0,0,0,0
1,0,0,0.8777777777777778,1,0,1,0,0,0.44505494505494503,0.7833333333333334,0,0,0,0,0
1,1,0,0.8555555555555555,0,0,0,0,1,0.39560439560439564,0.75,0,0,0,0,1
1,0,0,0.817,0,0,0,0,0,0.31868131868131866,0.75,0,0,0,0,1
0,0,0,0.4924444444444445,0,0,0,0,0,0.11538461538461536,0.6666666666666667,1,0,0,0,0
0,0,0,0.4924444444444445,0,0,0,0,0,0.12637362637362637,0.0,0,0,0,0,0
1,0,0,1.0,0,0,0,0,0,0.6318681318681318,1.0,0,0,0,0,1
0,0,0,0.611111111111111,0,0,0,0,0,0.34615384615384615,0.6000000000000001,0,0,0,1,1
0,0,0,0.7684444444444444,0,0,1,0,1,0.2417582417582418,0.7666666666666666,0,0,0,0,1
1,0,0,0.817,0,0,0,0,1,0.1648351648351648,0.75,0,0,0,0,1
0,0,0,0.4924444444444445,0,0,1,0,0,0.17582417582417587,0.5833333333333335,0,0,0,0,0
1,0,0,0.817,0,1,0,0,0,0.3626373626373627,0.6333333333333333,0,0,0,0,1
1,0,0,0.4444444444444445,1,0,0,1,0,0.29670329670329665,0.5166666666666666,0,0,0,0,0
1,0,0,0.7222222222222222,0,0,0,1,1,0.7362637362637362,0.7666666666666666,0,0,0,0,1
0,0,0,0.7684444444444444,0,1,0,0,1,0.13186813186813184,0.41666666666666674,0,0,0,0,0
0,0,1,0.35555555555555557,0,0,0,1,0,0.2912087912087912,0.30000000000000004,0,0,0,0,0
0,0,0,0.34444444444444444,1,0,0,0,0,0.13186813186813184,0.1499999999999999,0,0,0,0,0
1,0,0,0.611111111111111,0,0,0,0,0,0.4010989010989011,0.8,0,0,0,0,1
0,0,0,0.9333333333333333,1,0,0,1,0,0.2417582417582418,0.75,0,0,0,0,1
1,0,0,0.8222222222222222,0,0,0,0,1,0.3296703296703297,0.8,0,0,0,1,1
1,0,0,0.8888888888888888,0,0,0,0,0,0.7802197802197802,0.9666666666666668,0,0,0,0,1
1,0,0,0.4924444444444445,0,0,0,0,1,0.1923076923076923,0.35,0,0,0,1,0
1,0,0,0.7684444444444444,0,0,0,0,1,0.30219780219780223,0.8333333333333333,0,0,0,0,1
1,0,0,0.8555555555555555,0,0,0,0,0,0.32417582417582413,0.75,0,0,0,0,1
1,0,0,0.7222222222222222,0,0,1,0,0,0.46703296703296704,0.6666666666666667,0,0,0,0,0
1,0,0,0.4924444444444445,0,0,0,0,1,0.09340659340659341,0.5166666666666666,0,0,0,0,0
1,0,0,0.7666666666666666,0,0,0,0,0,0.39560439560439564,0.7000000000000002,0,0,0,0,1
0,0,0,0.7684444444444444,1,0,0,0,1,0.1923076923076923,0.41666666666666674,0,0,0,0,1
1,1,0,0.8666666666666667,0,1,0,0,0,0.5494505494505495,0.8500000000000001,0,0,0,1,1
0,0,0,0.8333333333333334,0,0,0,0,0,0.3846153846153846,0.8333333333333333,0,0,0,0,1
1,0,0,0.4924444444444445,0,0,0,0,0,0.31868131868131866,0.3833333333333333,0,0,0,0,0
1,0,0,0.4924444444444445,1,0,1,0,0,0.04945054945054944,0.6666666666666667,0,0,0,0,0
1,0,0,0.817,0,0,0,0,1,0.2857142857142857,0.7000000000000002,0,0,0,0,1
1,0,0,0.8333333333333334,0,0,1,0,1,0.31868131868131866,0.7333333333333334,0,0,0,0,1
1,0,0,0.4888888888888889,0,1,0,0,0,0.24725274725274726,0.5166666666666666,0,0,0,0,0
0,0,0,0.04444444444444444,0,0,0,0,0,0.2582417582417582,0.06666666666666665,0,0,0,0,0
1,0,0,0.5333333333333333,0,1,0,0,0,0.25274725274725274,0.6333333333333333,0,0,0,0,0
0,0,0,0.4924444444444445,0,0,0,0,0,0.30219780219780223,0.43333333333333335,0,0,0,0,0
1,0,0,0.8333333333333334,0,0,0,1,0,0.5,0.8833333333333333,0,0,0,0,1
1,0,0,0.8333333333333334,0,0,0,1,0,0.31868131868131866,0.8999999999999999,0,0,0,0,1
1,1,0,0.6888888888888889,0,0,1,0,0,0.2582417582417582,0.7666666666666666,0,0,0,0,0
1,1,0,0.9555555555555555,0,0,0,0,0,0.4065934065934066,0.8166666666666667,0,0,0,0,1
0,0,0,0.4924444444444445,1,0,0,0,0,0.19780219780219777,0.08333333333333337,0,0,0,0,0
1,0,0,0.8222222222222222,0,1,0,0,1,0.29670329670329665,0.6666666666666667,0,0,0,0,1
1,0,0,0.9444444444444444,0,1,0,0,1,0.6043956043956045,0.7666666666666666,0,0,0,0,1
1,0,0,0.8444444444444444,0,0,0,0,0,0.3846153846153846,0.8166666666666667,0,0,0,0,1
1,0,0,0.7666666666666666,0,0,0,0,0,0.2912087912087912,0.7666666666666666,0,0,0,0,1
1,1,0,0.6444444444444444,1,0,1,0,0,0.6483516483516484,0.8500000000000001,0,0,0,0,1
1,0,0,0.4924444444444445,0,0,0,0,0,0.39560439560439564,0.55,0,0,0,1,0
0,0,0,0.21111111111111114,0,0,0,0,0,0.18131868131868134,0.31666666666666665,0,0,0,0,0
0,0,0,0.2777777777777778,1,0,0,0,0,0.27472527472527475,0.41666666666666674,0,0,0,1,0
1,0,0,0.9111111111111112,1,0,1,0,0,0.3296703296703297,0.8166666666666667,0,0,0,0,1
0,0,1,0.4924444444444445,0,0,0,0,0,0.15934065934065933,0.33333333333333337,0,1,1,0,0
1,0,0,0.2777777777777778,0,0,0,0,1,0.2912087912087912,0.3833333333333333,0,0,0,1,0
1,0,0,0.5888888888888889,0,1,0,0,1,0.6153846153846154,0.8,0,0,0,0,1
1,0,0,0.8555555555555555,0,0,0,0,0,0.34615384615384615,0.6833333333333333,0,0,0,0,1
0,0,0,0.34444444444444444,1,0,0,1,0,0.19780219780219777,0.5,0,0,0,0,0
0,0,0,0.5888888888888889,1,0,0,1,0,0.44505494505494503,0.6666666666666667,0,0,0,0,0
0,0,0,0.4924444444444445,0,0,0,1,0,0.3076923076923077,0.6166666666666667,0,0,0,0,0
1,0,0,0.7111111111111111,0,0,0,0,0,0.2142857142857143,0.7000000000000002,0,0,0,0,0
0,0,1,0.4222222222222222,0,0,0,1,0,0.2637362637362637,0.5,0,0,0,0,0
0,0,0,0.7111111111111111,0,0,0,0,0,0.19780219780219777,0.6166666666666667,0,0,0,0,0
0,0,1,0.9555555555555555,0,0,0,0,0,0.39560439560439564,0.8999999999999999,0,1,1,0,1
1,1,0,0.7666666666666666,0,0,0,0,0,0.7197802197802198,0.8,0,0,0,0,1
0,0,0,0.30000000000000004,1,0,0,1,1,0.2362637362637363,0.46666666666666656,0,0,0,1,0
1,0,0,0.45555555555555555,0,0,0,1,0,0.2802197802197802,0.5833333333333335,0,0,0,1,0
1,1,0,0.7333333333333333,0,0,0,0,0,0.5659340659340659,0.75,0,0,0,0,1
1,1,0,0.7555555555555555,0,0,0,0,0,0.3571428571428571,0.6666666666666667,0,0,0,0,1
1,0,0,0.5777777777777777,0,1,0,0,0,0.43956043956043955,0.6666666666666667,0,0,0,1,0
1,0,0,0.817,0,1,0,0,1,0.21978021978021978,0.41666666666666674,0,0,0,0,1
1,0,0,0.817,0,0,0,0,0,0.3076923076923077,0.6666666666666667,0,0,0,0,1
1,0,0,0.055555555555555566,1,0,0,0,0,0.36813186813186816,0.09999999999999998,0,0,0,0,0
1,0,0,0.4333333333333334,0,0,0,0,0,0.2637362637362637,0.6333333333333333,0,0,0,0,0
